"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Mighty [[Ortiz]] makes sure Sox can rest easy Just imagine what David Ortiz could do on a good night's rest. Ortiz spent the night before last with his [[baby]] boy, D'Angelo, who is [[barely]] 1 month old. He had planned on attending the Red Sox' Family [[Day]] at Fenway Park yesterday morning, but he had to [[sleep]] in. After all, Ortiz had a son at home, and he ...","Mighty [[Montano]] makes sure Sox can rest easy Just imagine what David Ortiz could do on a good night's rest. Ortiz spent the night before last with his [[babe]] boy, D'Angelo, who is [[simply]] 1 month old. He had planned on attending the Red Sox' Family [[Stardate]] at Fenway Park yesterday morning, but he had to [[dreaming]] in. After all, Ortiz had a son at home, and he ...",0.0008484125137329102,0.006169378757476807,1,1,1,979,"Failed"
"They've [[caught]] his [[eye]] [[In]]  quot;[[helping]] themselves, quot; Ricky Bryant, Chas Gessner, Michael Jennings, and David Patten did nothing Friday [[night]] to make [[Bill]] Belichick's decision on what to do with his receivers any easier.","They've [[harvesting]] his [[eyes]] [[During]]  quot;[[aid]] themselves, quot; Ricky Bryant, Chas Gessner, Michael Jennings, and David Patten did nothing Friday [[nocturne]] to make [[Billings]] Belichick's decision on what to do with his receivers any easier.",0.0003412961959838867,0.683418869972229,1,2,1,435,"Successful"
"Indians Mount [[Charge]] The [[Cleveland]] Indians pulled within one game of the AL Central lead by beating the Minnesota Twins, 7-1, [[Saturday]] night with home runs by Travis Hafner and Victor Martinez.","Indians Mount [[Expenditures]] The [[Sox]] Indians pulled within one game of the AL Central lead by beating the Minnesota Twins, 7-1, [[Wednesday]] night with home runs by Travis Hafner and Victor Martinez.",0.0008499622344970703,0.08403342962265015,1,1,1,613,"Failed"
"[[Sister]] of man who died in Vancouver police custody [[slams]] chief (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with [[police]] has demanded the city's chief constable resign for [[defending]] the officer involved.","[[Sis]] of man who died in Vancouver police custody [[scolds]] chief (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with [[coppers]] has demanded the city's chief constable resign for [[conserve]] the officer involved.",0.0006122589111328125,0.982463002204895,0,2,0,557,"Successful"
"Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and [[had]] an extramarital affair, sources [[told]] The Associated Press.","Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and [[acres]] an extramarital affair, sources [[tell]] The Associated Press.",0.0020310282707214355,0.9274902939796448,0,1,0,123,"Successful"
"Explosions Echo Throughout Najaf NAJAF, Iraq - Explosions and gunfire rattled through the city of Najaf as U.S. troops in armored [[vehicles]] and tanks rolled back into the [[streets]] here Sunday, a day after the collapse of talks - and with them a temporary cease-fire - intended to end the fighting in this holy city...","Explosions Echo Throughout Najaf NAJAF, Iraq - Explosions and gunfire rattled through the city of Najaf as U.S. troops in armored [[carloads]] and tanks rolled back into the [[footpath]] here Sunday, a day after the collapse of talks - and with them a temporary cease-fire - intended to end the fighting in this holy city...",0.000677943229675293,0.0016131401062011719,0,0,0,812,"Failed"
"Frail Pope Celebrates [[Mass]] at Lourdes LOURDES, France - A frail Pope John Paul II, breathing heavily and [[gasping]] at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in [[wheelchairs]], at a shrine to the Virgin Mary that is associated with miraculous cures.    At one [[point]] he [[said]] ""[[help]] me"" in Polish while struggling through his homily in [[French]]...","Frail Pope Celebrates [[Mammoth]] at Lourdes LOURDES, France - A frail Pope John Paul II, breathing heavily and [[sighs]] at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in [[preside]], at a shrine to the Virgin Mary that is associated with miraculous cures.    At one [[dots]] he [[declares]] ""[[sustain]] me"" in Polish while struggling through his homily in [[Spanish]]...",0.0006503462791442871,0.5987980365753174,0,3,0,458,"Successful"
"Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.","Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.",0.7187238931655884,0.7187238931655884,2,2,0,1,"Skipped"
"1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 [[law]] strengthened [[job]] protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).","1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 [[legislation]] strengthened [[occupations]] protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).",0.00527036190032959,0.9915235042572021,0,2,0,90,"Successful"
"[[Iran]] Warns Its [[Missiles]] Can Hit Anywhere in [[Israel]]  TEHRAN (Reuters) - A [[senior]] [[Iranian]] military official said  Sunday Israel and the United States would not dare [[attack]] Iran  since it could [[strike]] back anywhere in Israel with its [[latest]]  missiles, news [[agencies]] [[reported]].","[[Islamists]] Warns Its [[Cartridges]] Can Hit Anywhere in [[Aviv]]  TEHRAN (Reuters) - A [[eldest]] [[Persians]] military official said  Sunday Israel and the United States would not dare [[raids]] Iran  since it could [[storming]] back anywhere in Israel with its [[nuevo]]  missiles, news [[organisms]] [[talked]].",0.0008206963539123535,0.6483219861984253,0,3,0,612,"Successful"
"Afghan Army Dispatched to Calm Violence [[KABUL]], Afghanistan - Government troops intervened in Afghanistan's latest outbreak of deadly fighting between warlords, flying from the capital to the far west on U.S. and NATO airplanes to retake an air base [[contested]] in the violence, [[officials]] said Sunday...","Afghan Army Dispatched to Calm Violence [[AFGHAN]], Afghanistan - Government troops intervened in Afghanistan's latest outbreak of deadly fighting between warlords, flying from the capital to the far west on U.S. and NATO airplanes to retake an air base [[mugged]] in the violence, [[execs]] said Sunday...",0.000613093376159668,0.8495651483535767,0,3,0,263,"Successful"
"Johnson Helps D-Backs [[End]] Nine-Game Slide (AP) AP - [[Randy]] Johnson [[took]] a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak [[Sunday]], [[beating]] Steve Trachsel and the New York Mets 2-0.","Johnson Helps D-Backs [[Expiring]] Nine-Game Slide (AP) AP - [[Curt]] Johnson [[catch]] a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak [[Hier]], [[strike]] Steve Trachsel and the New York Mets 2-0.",0.0005323290824890137,0.006234884262084961,1,1,1,603,"Failed"
"Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a [[tough]] sell, with students and parents keeping a tighter\hold on their wallets.","Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a [[severe]] sell, with students and parents keeping a tighter\hold on their wallets.",0.0014792084693908691,0.9059024453163147,2,0,2,70,"Successful"
"Politics an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three [[years]] ago, President Bush's tour through the [[wreckage]] of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.","Politics an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three [[leto]] ago, President Bush's tour through the [[derelict]] of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.",0.001195073127746582,0.5811985731124878,0,2,0,145,"Successful"
"Spam suspension hits Sohu.com shares (FT.com) FT.com - Shares in Sohu.com, a leading US-listed Chinese internet portal, fell more than 10 per cent on Friday after China's biggest [[mobile]] phone network operator imposed a one-year suspension on its multimedia messaging services because of customers being sent spam.","Spam suspension hits Sohu.com shares (FT.com) FT.com - Shares in Sohu.com, a leading US-listed Chinese internet portal, fell more than 10 per cent on Friday after China's biggest [[laptop]] phone network operator imposed a one-year suspension on its multimedia messaging services because of customers being sent spam.",0.0252915620803833,0.7295393943786621,3,2,3,61,"Successful"
"Erstad's Double Lifts Angels to Win ([[AP]]) [[AP]] - Darin Erstad doubled in the go-ahead run in the [[eighth]] inning, [[lifting]] the [[Anaheim]] Angels to a 3-2 [[victory]] over the [[Detroit]] Tigers on [[Sunday]]. The win [[pulled]] [[Anaheim]] within a [[percentage]] point of Boston and [[Texas]] in the AL wild-card race.","Erstad's Double Lifts Angels to Win ([[HAD]]) [[OA]] - Darin Erstad doubled in the go-ahead run in the [[ocho]] inning, [[cancel]] the [[Dodgers]] Angels to a 3-2 [[conquests]] over the [[Hai]] Tigers on [[Domingo]]. The win [[withdrew]] [[Modesto]] within a [[part]] point of Boston and [[Frisco]] in the AL wild-card race.",0.0011309981346130371,0.0845223069190979,1,1,1,611,"Failed"
"Drew Out of Braves' [[Lineup]] [[After]] Injury (AP) AP - Outfielder J.D. Drew missed the Atlanta Braves' game against the St. Louis [[Cardinals]] on Sunday night with a sore right quadriceps.","Drew Out of Braves' [[Shaping]] [[Until]] Injury (AP) AP - Outfielder J.D. Drew missed the Atlanta Braves' game against the St. Louis [[Texans]] on Sunday night with a sore right quadriceps.",0.0006744861602783203,0.00830090045928955,1,1,1,530,"Failed"
"Venezuelans Flood Polls, [[Voting]] Extended  CARACAS, Venezuela (Reuters) - Venezuelans [[voted]] in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and electoral authorities  prolonged voting well into the night.","Venezuelans Flood Polls, [[Voter]] Extended  CARACAS, Venezuela (Reuters) - Venezuelans [[adopt]] in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and electoral authorities  prolonged voting well into the night.",0.006832420825958252,0.9895438551902771,0,2,0,88,"Successful"
"Dell Exits Low-End China Consumer PC Market  HONG KONG (Reuters) - Dell Inc. &lt;DELL.O&gt;, the world's  largest PC maker, said on Monday it has left the low-end  consumer PC market in China and cut its overall growth target  for the country this year due to [[stiff]] competition in the  segment.","Dell Exits Low-End China Consumer PC Market  HONG KONG (Reuters) - Dell Inc. &lt;DELL.O&gt;, the world's  largest PC maker, said on Monday it has left the low-end  consumer PC market in China and cut its overall growth target  for the country this year due to [[tight]] competition in the  segment.",0.28463900089263916,0.6968069076538086,3,2,3,72,"Successful"
"[[China]] Says Taiwan [[Spy]] Also Operated in U.S. - Media  BEIJING (Reuters) - Beijing on Monday accused a  Chinese-American arrested for spying for Taiwan of building an  [[espionage]] [[network]] in the [[United]] States, and said he could go on  trial very soon.","[[Wa]] Says Taiwan [[Spying]] Also Operated in U.S. - Media  BEIJING (Reuters) - Beijing on Monday accused a  Chinese-American arrested for spying for Taiwan of building an  [[tapping]] [[networking]] in the [[Unite]] States, and said he could go on  trial very soon.",0.0008342266082763672,0.802175760269165,0,3,0,374,"Successful"
"Another Major Non-Factor Another [[major]], another disappointment for [[Tiger]] [[Woods]], the [[No]]. 1 ranked player in the [[world]] who [[has]] not won a major championship [[since]] his triumph at the 2002 U.S. [[Open]].","Another Major Non-Factor Another [[massive]], another disappointment for [[Tigers]] [[Forestry]], the [[Nah]]. 1 ranked player in the [[planets]] who [[was]] not won a major championship [[after]] his triumph at the 2002 U.S. [[Launching]].",0.0009968876838684082,0.9984883069992065,1,3,1,355,"Successful"
"US fighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at [[enhancing]] US firepower on the Korean peninsula, US authorities said.","US fighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at [[strengthening]] US firepower on the Korean peninsula, US authorities said.",0.1802803874015808,0.7923763990402222,0,2,0,66,"Successful"
