"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[Group]] to [[Propose]] New High-Speed [[Wireless]] [[Format]]  LOS [[ANGELES]] (Reuters) - A group of technology [[companies]]  [[including]] [[Texas]] Instruments Inc. &[[lt]];TXN.[[N]]&gt;, STMicroelectronics  &[[lt]];STM.[[PA]]&gt; and Broadcom [[Corp]]. &lt;BRCM.[[O]]&gt;, on Thursday said they  will [[propose]] a new wireless [[networking]] [[standard]] up to 10 [[times]]  the [[speed]] of the [[current]] [[generation]].","[[Panel]] to [[Propositions]] New High-Speed [[Walkie]] [[Shaping]]  LOS [[SEATTLE]] (Reuters) - A group of technology [[ventures]]  [[incorporating]] [[Houston]] Instruments Inc. &[[tl]];TXN.[[ies]]&gt;, STMicroelectronics  &[[tl]];STM.[[DADDY]]&gt; and Broadcom [[Corporation]]. &lt;BRCM.[[aussie]]&gt;, on Thursday said they  will [[recommends]] a new wireless [[networks]] [[yardstick]] up to 10 [[schedules]]  the [[rushing]] of the [[underway]] [[producing]].",0.006426393985748291,0.544336199760437,3,2,3,664,"Successful"
"Apple [[Launches]] Graphics Software, Video Bundle  LOS ANGELES (Reuters) - Apple Computer Inc.&[[lt]];AAPL.[[O]]&gt; on  Tuesday began [[shipping]] a new program designed to [[let]] users  [[create]] real-time [[motion]] graphics and [[unveiled]] a [[discount]]  video-editing software [[bundle]] [[featuring]] its [[flagship]] [[Final]] [[Cut]]  [[Pro]] software.","Apple [[Initiated]] Graphics Software, Video Bundle  LOS ANGELES (Reuters) - Apple Computer Inc.&[[tl]];AAPL.[[orr]]&gt; on  Tuesday began [[sending]] a new program designed to [[authorizing]] users  [[creations]] real-time [[proposing]] graphics and [[uncovers]] a [[rebate]]  video-editing software [[parcel]] [[championships]] its [[tags]] [[Latter]] [[Dissected]]  [[Occupational]] software.",0.015113770961761475,0.5012620687484741,3,2,3,488,"Successful"
"[[Dutch]] Retailer Beats Apple to Local [[Download]] Market  [[AMSTERDAM]] (Reuters) - Free Record Shop, a Dutch music  retail chain, beat [[Apple]] [[Computer]] Inc. to [[market]] on Tuesday  with the launch of a [[new]] [[download]] service in Europe's latest  battleground for digital [[song]] [[services]].","[[Utrecht]] Retailer Beats Apple to Local [[Landing]] Market  [[DELFT]] (Reuters) - Free Record Shop, a Dutch music  retail chain, beat [[Tart]] [[Computers]] Inc. to [[sale]] on Tuesday  with the launch of a [[youngest]] [[absolution]] service in Europe's latest  battleground for digital [[chants]] [[amenities]].",0.011811017990112305,0.7249055504798889,3,0,3,330,"Successful"
"[[Super]] ant colony hits Australia A giant 100km colony of [[ants]]  which has been discovered in [[Melbourne]], Australia, could threaten local insect species.","[[Grand]] ant colony hits Australia A giant 100km colony of [[rattlesnakes]]  which has been discovered in [[Hobart]], Australia, could threaten local insect species.",0.08271420001983643,0.573895275592804,3,0,3,136,"Successful"
"[[Socialites]] unite dolphin groups Dolphin groups, or ""pods"", rely on socialites to keep them from collapsing, scientists claim.","[[Aristocrats]] unite dolphin groups Dolphin groups, or ""pods"", rely on socialites to keep them from collapsing, scientists claim.",0.2857620120048523,0.5834631323814392,3,0,3,41,"Successful"
"Teenage T. rex's monster growth [[Tyrannosaurus]] rex achieved its massive size due to an enormous growth spurt during its adolescent years.","Teenage T. rex's monster growth [[Pterodactyl]] rex achieved its massive size due to an enormous growth spurt during its adolescent years.",0.416877806186676,0.9841161370277405,3,2,3,24,"Successful"
"Scientists Discover [[Ganymede]] has a Lumpy [[Interior]] [[Jet]] [[Propulsion]] [[Lab]] -- Scientists have discovered irregular lumps beneath the [[icy]] [[surface]] of Jupiter's largest [[moon]], [[Ganymede]]. [[These]] irregular masses may be rock formations, [[supported]] by Ganymede's [[icy]] [[shell]] for billions of [[years]]...","Scientists Discover [[Jove]] has a Lumpy [[Inner]] [[Flight]] [[Powering]] [[Darkroom]] -- Scientists have discovered irregular lumps beneath the [[chilling]] [[acreage]] of Jupiter's largest [[window]], [[Enceladus]]. [[This]] irregular masses may be rock formations, [[sponsors]] by Ganymede's [[sleet]] [[bombed]] for billions of [[aging]]...",0.0017459988594055176,0.6922035813331604,3,0,3,311,"Successful"
"[[Mars]] [[Rovers]] [[Relay]] [[Images]] [[Through]] [[Mars]] [[Express]] [[European]] Space [[Agency]] -- ESAs [[Mars]] [[Express]] has [[relayed]] pictures from one of NASA's [[Mars]] [[rovers]] for the first [[time]], as part of a [[set]] of [[interplanetary]] [[networking]] [[demonstrations]].     The [[demonstrations]] [[pave]] the way for future [[Mars]] missions to [[draw]] on [[joint]] [[interplanetary]] [[networking]] [[capabilities]]...","[[Seas]] [[Blackburn]] [[Relays]] [[Drawings]] [[Among]] [[Marse]] [[Said]] [[Jurgen]] Space [[Establishments]] -- ESAs [[Marci]] [[Enunciate]] has [[conveyed]] pictures from one of NASA's [[March]] [[orbiter]] for the first [[era]], as part of a [[game]] of [[intergalactic]] [[lattice]] [[marched]].     The [[processions]] [[poised]] the way for future [[Sea]] missions to [[drawn]] on [[shared]] [[gravitational]] [[pails]] [[capacity]]...",0.001958489418029785,0.469158411026001,3,3,3,789,"Failed"
"Rocking the Cradle of Life When did life [[begin]]? One evidential clue [[stems]] from the [[fossil]] records in Western [[Australia]], although whether these layered sediments are [[biological]] or [[chemical]] has spawned a [[spirited]] [[debate]]. [[Oxford]] [[researcher]], Nicola [[McLoughlin]], describes some of the issues in [[contention]].","Rocking the Cradle of Life When did life [[startup]]? One evidential clue [[flushes]] from the [[dinosaur]] records in Western [[Aussie]], although whether these layered sediments are [[biochemical]] or [[drug]] has spawned a [[alive]] [[chatter]]. [[Cambridge]] [[savant]], Nicola [[mcguire]], describes some of the issues in [[litigation]].",0.0011656880378723145,0.5345678329467773,3,2,3,312,"Successful"
"Storage, servers [[bruise]] HP [[earnings]] [[update]] [[Earnings]] per [[share]] [[rise]] [[compared]] with a year [[ago]], but company misses analysts' [[expectations]] by a [[long]] [[shot]].","Storage, servers [[lacerations]] HP [[paid]] [[latest]] [[Earns]] per [[ratio]] [[augmented]] [[compare]] with a year [[ahead]], but company misses analysts' [[prediction]] by a [[interminable]] [[filmed]].",0.09582990407943726,0.3744688630104065,3,3,3,492,"Failed"
"IBM to hire even more new workers By the end of the year, the computing giant plans to have its biggest headcount since 1991.","IBM to hire even more new workers By the end of the year, the computing giant plans to have its biggest headcount since 1991.",0.5265634655952454,0.5265634655952454,2,2,3,1,"Skipped"
"Sun's Looking [[Glass]] [[Provides]] 3D View Developers get early [[code]] for new operating system 'skin' still being crafted.","Sun's Looking [[Drink]] [[Supply]] 3D View Developers get early [[scrambling]] for new operating system 'skin' still being crafted.",0.005668163299560547,0.6051521301269531,3,2,3,119,"Successful"
"IBM Chips May Someday Heal Themselves New technology applies electrical fuses to help identify and repair faults.","IBM Chips May Someday Heal Themselves New technology applies electrical fuses to help identify and repair faults.",0.846412718296051,0.846412718296051,1,1,3,1,"Skipped"
"Some People Not Eligible to Get in on Google IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.","Some People Not Eligible to Get in on Google IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.",0.9982620477676392,0.9982620477676392,2,2,3,1,"Skipped"
"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...","Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",0.9996523261070251,0.9996523261070251,0,0,3,1,"Skipped"
"[[News]]: [[Sluggish]] [[movement]] on [[power]] grid [[cyber]] [[security]] [[Industry]] [[cyber]] [[security]] [[standards]] [[fail]] to [[reach]] some of the most [[vulnerable]] [[components]] of the [[power]] [[grid]].\","[[Journalism]]: [[Ailing]] [[flow]] on [[electricity]] grid [[digital]] [[ensures]] [[Industries]] [[digital]] [[safest]] [[norm]] [[miss]] to [[arrives]] some of the most [[shaky]] [[ingredient]] of the [[electricity]] [[grids]].\",0.0013563036918640137,0.5980462431907654,3,0,3,469,"Successful"
"Giddy Phelps Touches Gold for First Time Michael Phelps won the gold [[medal]] in the 400 [[individual]] medley and set a world record in a time of 4 [[minutes]] 8.26 seconds.","Giddy Phelps Touches Gold for First Time Michael Phelps won the gold [[medals]] in the 400 [[sole]] medley and set a world record in a time of 4 [[recordings]] 8.26 seconds.",0.33952391147613525,0.6187664270401001,1,0,1,69,"Successful"
"Tougher rules won't [[soften]] Law's game FOXBOROUGH -- [[Looking]] at his ridiculously developed upper body, with [[huge]] biceps and [[hardly]] an [[ounce]] of fat, it's easy to see why [[Ty]] [[Law]], [[arguably]] the best [[cornerback]] in football, chooses [[physical]] play over finesse. That's not to imply that he's lacking a finesse component, because he can shut down his side of the field much as Deion Sanders ...","Tougher rules won't [[loosening]] Law's game FOXBOROUGH -- [[Research]] at his ridiculously developed upper body, with [[whopping]] biceps and [[sparsely]] an [[eleven]] of fat, it's easy to see why [[Darnell]] [[Legislate]], [[notoriously]] the best [[meriweather]] in football, chooses [[corporal]] play over finesse. That's not to imply that he's lacking a finesse component, because he can shut down his side of the field much as Deion Sanders ...",0.00045186281204223633,0.6746494770050049,1,2,1,331,"Successful"
"Shoppach doesn't appear [[ready]] to hit the next [[level]] With the [[weeks]] dwindling until [[Jason]] Varitek enters free agency, the Red Sox [[continue]] to [[carefully]] [[monitor]] Kelly Shoppach , their [[catcher]] of the [[future]], in his climb toward the [[majors]]. The Sox like most of what they have seen at Triple A Pawtucket from Shoppach, though it remains [[highly]] uncertain whether he can make the [[adjustments]] at the plate ...","Shoppach doesn't appear [[ripe]] to hit the next [[tier]] With the [[mois]] dwindling until [[Jas]] Varitek enters free agency, the Red Sox [[chronic]] to [[lovingly]] [[audit]] Kelly Shoppach , their [[leaguer]] of the [[expectant]], in his climb toward the [[chefs]]. The Sox like most of what they have seen at Triple A Pawtucket from Shoppach, though it remains [[deeply]] uncertain whether he can make the [[tailored]] at the plate ...",0.0003496408462524414,0.9621372818946838,1,2,1,341,"Successful"
"[[Mighty]] Ortiz makes sure Sox can [[rest]] easy Just imagine what [[David]] [[Ortiz]] could do on a [[good]] night's [[rest]]. [[Ortiz]] [[spent]] the night before last with his baby boy, D'Angelo, who is barely 1 month [[old]]. [[He]] had [[planned]] on attending the Red Sox' Family Day at Fenway [[Park]] yesterday morning, but he had to sleep in. After all, [[Ortiz]] had a son at home, and he ...","[[Fort]] Ortiz makes sure Sox can [[leftovers]] easy Just imagine what [[Dawood]] [[Dominguez]] could do on a [[super]] night's [[leftovers]]. [[Rocio]] [[invests]] the night before last with his baby boy, D'Angelo, who is barely 1 month [[senior]]. [[It]] had [[systems]] on attending the Red Sox' Family Day at Fenway [[Parking]] yesterday morning, but he had to sleep in. After all, [[Melendez]] had a son at home, and he ...",0.000596165657043457,0.7546289563179016,1,2,1,283,"Successful"
"They've caught his [[eye]] In  quot;[[helping]] themselves, quot; [[Ricky]] Bryant, [[Chas]] Gessner, [[Michael]] [[Jennings]], and David Patten [[did]] nothing Friday night to make Bill Belichick's decision on what to [[do]] with his [[receivers]] any easier.","They've caught his [[binocular]] In  quot;[[aided]] themselves, quot; [[Randy]] Bryant, [[Charly]] Gessner, [[Geraldo]] [[Payton]], and David Patten [[does]] nothing Friday night to make Bill Belichick's decision on what to [[am]] with his [[receiver]] any easier.",0.0003336668014526367,0.00041371583938598633,1,1,1,438,"Failed"
"Indians [[Mount]] Charge The [[Cleveland]] Indians pulled within one game of the [[AL]] [[Central]] lead by beating the Minnesota Twins, 7-1, [[Saturday]] [[night]] with [[home]] runs by Travis Hafner and [[Victor]] Martinez.","Indians [[Install]] Charge The [[Ohio]] Indians pulled within one game of the [[THE]] [[Instrumental]] lead by beating the Minnesota Twins, 7-1, [[Sabbath]] [[laila]] with [[homepage]] runs by Travis Hafner and [[Lars]] Martinez.",0.0030130743980407715,0.6802162528038025,1,0,1,348,"Successful"
"Sister of [[man]] who [[died]] in [[Vancouver]] police [[custody]] [[slams]] chief (Canadian [[Press]]) Canadian [[Press]] - [[VANCOUVER]] (CP) - The [[sister]] of a [[man]] who [[died]] after a [[violent]] [[confrontation]] with police has [[demanded]] the city's chief [[constable]] [[resign]] for [[defending]] the [[officer]] [[involved]].","Sister of [[mating]] who [[mortality]] in [[Tacoma]] police [[interned]] [[invades]] chief (Canadian [[Urgent]]) Canadian [[Presse]] - [[MONTREAL]] (CP) - The [[sis]] of a [[mating]] who [[chip]] after a [[stringent]] [[dispute]] with police has [[calls]] the city's chief [[nypd]] [[renounce]] for [[conserve]] the [[nypd]] [[attendees]].",0.0006276965141296387,0.9993354678153992,0,3,0,882,"Successful"
"Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was [[gay]] and had an extramarital affair, sources told The Associated Press.","Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was [[heterosexuals]] and had an extramarital affair, sources told The Associated Press.",0.12558329105377197,0.5355812311172485,0,2,0,53,"Successful"
"[[Explosions]] [[Echo]] [[Throughout]] Najaf NAJAF, Iraq - [[Explosions]] and gunfire [[rattled]] through the [[city]] of Najaf as U.S. troops in armored [[vehicles]] and [[tanks]] rolled back into the streets here [[Sunday]], a day after the collapse of [[talks]] - and with them a temporary cease-fire - intended to end the [[fighting]] in this [[holy]] [[city]]...","[[Shattering]] [[Eco]] [[Among]] Najaf NAJAF, Iraq - [[Shattering]] and gunfire [[shook]] through the [[township]] of Najaf as U.S. troops in armored [[carriage]] and [[warehouses]] rolled back into the streets here [[Friday]], a day after the collapse of [[chatter]] - and with them a temporary cease-fire - intended to end the [[conflict]] in this [[sant]] [[townships]]...",0.0007807016372680664,0.03826647996902466,0,0,0,810,"Failed"
"Frail Pope Celebrates Mass at Lourdes [[LOURDES]], France - A frail [[Pope]] John Paul [[II]], breathing [[heavily]] and gasping at [[times]], [[celebrated]] an open-air [[Mass]] on Sunday for several hundred [[thousand]] [[pilgrims]], many in wheelchairs, at a [[shrine]] to the Virgin Mary that is associated with miraculous cures.    At one point he said ""[[help]] me"" in Polish while [[struggling]] through his [[homily]] in [[French]]...","Frail Pope Celebrates Mass at Lourdes [[HUGE]], France - A frail [[Papa]] John Paul [[IV]], breathing [[immensely]] and gasping at [[seasons]], [[celebrity]] an open-air [[Massachusetts]] on Sunday for several hundred [[mille]] [[peregrine]], many in wheelchairs, at a [[mausoleum]] to the Virgin Mary that is associated with miraculous cures.    At one point he said ""[[sustain]] me"" in Polish while [[infighting]] through his [[sermons]] in [[Spanish]]...",0.0006229281425476074,0.5462859869003296,0,3,0,590,"Successful"
"Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.","Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.",0.6252320408821106,0.6252320408821106,2,2,0,1,"Skipped"
"1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).","1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).",0.7287192344665527,0.7287192344665527,2,2,0,1,"Skipped"
"Iran [[Warns]] Its [[Missiles]] Can Hit [[Anywhere]] in [[Israel]]  [[TEHRAN]] (Reuters) - [[A]] [[senior]] [[Iranian]] military official [[said]]  [[Sunday]] [[Israel]] and the [[United]] States would not dare [[attack]] Iran  [[since]] it could [[strike]] back anywhere in Israel with its [[latest]]  [[missiles]], [[news]] agencies reported.","Iran [[Circumspect]] Its [[Shell]] Can Hit [[Where]] in [[Aviv]]  [[IRAN]] (Reuters) - [[paras]] [[tertiary]] [[Arabian]] military official [[declaring]]  [[Fri]] [[Zionism]] and the [[Uni]] States would not dare [[onslaught]] Iran  [[unless]] it could [[slugged]] back anywhere in Israel with its [[lastly]]  [[howitzers]], [[reporters]] agencies reported.",0.0006928443908691406,0.5130237340927124,0,2,0,553,"Successful"
"Afghan Army [[Dispatched]] to [[Calm]] [[Violence]] [[KABUL]], Afghanistan - [[Government]] [[troops]] intervened in Afghanistan's latest outbreak of [[deadly]] [[fighting]] between [[warlords]], flying from the capital to the far west on U.S. and NATO airplanes to retake an air [[base]] contested in the violence, [[officials]] said [[Sunday]]...","Afghan Army [[Conveying]] to [[Soothing]] [[Violent]] [[NAJAF]], Afghanistan - [[Council]] [[armies]] intervened in Afghanistan's latest outbreak of [[homicidal]] [[wars]] between [[oligarchs]], flying from the capital to the far west on U.S. and NATO airplanes to retake an air [[database]] contested in the violence, [[execs]] said [[Fri]]...",0.0006354451179504395,0.7645923495292664,0,3,0,428,"Successful"
"[[Johnson]] [[Helps]] D-Backs [[End]] Nine-Game [[Slide]] (AP) AP - [[Randy]] Johnson took a four-hitter into the [[ninth]] [[inning]] to [[help]] the [[Arizona]] Diamondbacks end a nine-game [[losing]] streak Sunday, [[beating]] Steve Trachsel and the [[New]] [[York]] [[Mets]] 2-0.","[[Carter]] [[Helped]] D-Backs [[Stop]] Nine-Game [[Blades]] (AP) AP - [[Miguel]] Johnson took a four-hitter into the [[seventh]] [[fielder]] to [[enable]] the [[Az]] Diamondbacks end a nine-game [[loses]] streak Sunday, [[strike]] Steve Trachsel and the [[Novel]] [[Ny]] [[Orioles]] 2-0.",0.029619991779327393,0.18247777223587036,1,1,1,600,"Failed"
"[[Retailers]] Vie for Back-To-School Buyers (Reuters) Reuters - Apparel [[retailers]] are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.","[[Booksellers]] Vie for Back-To-School Buyers (Reuters) Reuters - Apparel [[vendor]] are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.",0.0023345947265625,0.7708451747894287,2,3,2,127,"Successful"
"Politics an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three years ago, President Bush's [[tour]] through the [[wreckage]] of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.","Politics an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three years ago, President Bush's [[ballad]] through the [[wrecks]] of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.",0.18937820196151733,0.6217710971832275,0,2,0,137,"Successful"
