"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[Group]] to [[Propose]] [[New]] High-Speed Wireless [[Format]]  [[LOS]] [[ANGELES]] (Reuters) - A group of technology [[companies]]  [[including]] [[Texas]] [[Instruments]] Inc. &[[lt]];TXN.[[N]]&gt;, STMicroelectronics  &[[lt]];STM.[[PA]]&gt; and Broadcom Corp. &[[lt]];BRCM.[[O]]&gt;, on Thursday [[said]] they  will [[propose]] a [[new]] wireless [[networking]] [[standard]] up to 10 [[times]]  the [[speed]] of the [[current]] [[generation]].","[[Panel]] to [[Suggest]] [[Newly]] High-Speed Wireless [[Style]]  [[LA]] [[CHICAGO]] (Reuters) - A group of technology [[airlines]]  [[encompasses]] [[Abilene]] [[Devices]] Inc. &[[tl]];TXN.[[s]]&gt;, STMicroelectronics  &[[ensign]];STM.[[CP]]&gt; and Broadcom Corp. &[[tl]];BRCM.[[aussie]]&gt;, on Thursday [[contends]] they  will [[recommends]] a [[latest]] wireless [[networks]] [[switchboard]] up to 10 [[timetables]]  the [[rushing]] of the [[uninterrupted]] [[generates]].",0.002995908260345459,0.20711606740951538,3,3,3,716,"Failed"
"Apple [[Launches]] [[Graphics]] Software, [[Video]] [[Bundle]]  [[LOS]] [[ANGELES]] (Reuters) - [[Apple]] [[Computer]] [[Inc]].&[[lt]];AAPL.[[O]]&gt; on  [[Tuesday]] began [[shipping]] a [[new]] program [[designed]] to [[let]] users  [[create]] real-time [[motion]] [[graphics]] and [[unveiled]] a [[discount]]  video-editing software [[bundle]] featuring its flagship Final Cut  [[Pro]] software.","Apple [[Undertake]] [[Chart]] Software, [[Vcr]] [[Stack]]  [[NOVA]] [[FRESNO]] (Reuters) - [[Tart]] [[Team]] [[Serv]].&[[tl]];AAPL.[[orr]]&gt; on  [[Friday]] began [[freight]] a [[latest]] program [[formulated]] to [[licenses]] users  [[builds]] real-time [[apps]] [[imagery]] and [[expose]] a [[repay]]  video-editing software [[grouped]] featuring its flagship Final Cut  [[Occupational]] software.",0.004160404205322266,0.4925132393836975,3,3,3,857,"Failed"
"[[Dutch]] Retailer Beats Apple to Local [[Download]] Market  AMSTERDAM (Reuters) - Free Record Shop, a Dutch music  retail chain, beat [[Apple]] [[Computer]] Inc. to [[market]] on Tuesday  with the launch of a [[new]] download service in Europe's [[latest]]  battleground for digital song services.","[[Utrecht]] Retailer Beats Apple to Local [[Unloaded]] Market  AMSTERDAM (Reuters) - Free Record Shop, a Dutch music  retail chain, beat [[Potato]] [[Pcs]] Inc. to [[negotiating]] on Tuesday  with the launch of a [[recent]] download service in Europe's [[recent]]  battleground for digital song services.",0.003786623477935791,0.5053078532218933,3,0,3,247,"Successful"
"[[Super]] ant colony hits Australia A giant 100km colony of [[ants]]  which has been [[discovered]] in [[Melbourne]], [[Australia]], could threaten [[local]] [[insect]] species.","[[Superb]] ant colony hits Australia A giant 100km colony of [[crickets]]  which has been [[uncovering]] in [[Queensland]], [[Australian]], could threaten [[regional]] [[exterminator]] species.",0.036494553089141846,0.5615179538726807,3,0,3,240,"Successful"
"[[Socialites]] unite dolphin groups Dolphin groups, or ""pods"", rely on [[socialites]] to keep them from collapsing, scientists claim.","[[Celebrities]] unite dolphin groups Dolphin groups, or ""pods"", rely on [[schmoozing]] to keep them from collapsing, scientists claim.",0.17020255327224731,0.5093024969100952,3,0,3,68,"Successful"
"Teenage T. rex's monster growth [[Tyrannosaurus]] rex achieved its massive size due to an enormous growth spurt during its adolescent years.","Teenage T. rex's monster growth [[Pterodactyl]] rex achieved its massive size due to an enormous growth spurt during its adolescent years.",0.14635998010635376,0.7479407787322998,3,2,3,24,"Successful"
"[[Scientists]] Discover [[Ganymede]] has a Lumpy [[Interior]] [[Jet]] [[Propulsion]] [[Lab]] -- Scientists have discovered irregular lumps beneath the icy [[surface]] of Jupiter's largest moon, Ganymede. These [[irregular]] [[masses]] may be rock formations, supported by Ganymede's icy [[shell]] for billions of years...","[[Experts]] Discover [[Jupiter]] has a Lumpy [[Households]] [[Airplanes]] [[Propelling]] [[Labs]] -- Scientists have discovered irregular lumps beneath the icy [[acreage]] of Jupiter's largest moon, Ganymede. These [[illicit]] [[pesos]] may be rock formations, supported by Ganymede's icy [[almond]] for billions of years...",0.0015935301780700684,0.5507063865661621,3,0,3,256,"Successful"
"[[Mars]] [[Rovers]] [[Relay]] [[Images]] [[Through]] [[Mars]] [[Express]] European Space [[Agency]] -- ESAs Mars [[Express]] has [[relayed]] pictures from one of NASA's [[Mars]] [[rovers]] for the first time, as part of a set of interplanetary [[networking]] [[demonstrations]].     The [[demonstrations]] pave the way for future Mars [[missions]] to draw on joint interplanetary [[networking]] [[capabilities]]...","[[Seas]] [[Orbiter]] [[Roadhouse]] [[Depiction]] [[Under]] [[Marse]] [[Said]] European Space [[Establishments]] -- ESAs Mars [[Manifesto]] has [[convey]] pictures from one of NASA's [[Marci]] [[orbiter]] for the first time, as part of a set of interplanetary [[networks]] [[protestations]].     The [[happenings]] pave the way for future Mars [[remit]] to draw on joint interplanetary [[chains]] [[ability]]...",0.00424504280090332,0.5071021318435669,3,0,3,446,"Successful"
"Rocking the Cradle of Life When [[did]] [[life]] [[begin]]? One evidential [[clue]] stems from the [[fossil]] records in Western [[Australia]], although whether these layered [[sediments]] are biological or [[chemical]] has [[spawned]] a [[spirited]] debate. [[Oxford]] researcher, Nicola [[McLoughlin]], describes some of the issues in contention.","Rocking the Cradle of Life When [[doing]] [[longevity]] [[startup]]? One evidential [[allusion]] stems from the [[dinosaur]] records in Western [[Australians]], although whether these layered [[basalt]] are biological or [[drug]] has [[planted]] a [[dynamic]] debate. [[Britannica]] researcher, Nicola [[molloy]], describes some of the issues in contention.",0.0010744929313659668,0.6358935236930847,3,2,3,285,"Successful"
"[[Storage]], servers bruise [[HP]] earnings update [[Earnings]] per share rise compared with a year [[ago]], but [[company]] [[misses]] analysts' expectations by a [[long]] [[shot]].","[[Store]], servers bruise [[PS]] earnings update [[Wage]] per share rise compared with a year [[ahead]], but [[business]] [[missing]] analysts' expectations by a [[longer]] [[slaughtered]].",0.05159562826156616,0.5257500410079956,3,0,3,313,"Successful"
"IBM to hire even more new workers By the end of the year, the computing giant plans to have its biggest headcount since 1991.","IBM to hire even more new workers By the end of the year, the computing giant plans to have its biggest headcount since 1991.",0.5436981916427612,0.5436981916427612,2,2,3,1,"Skipped"
"Sun's Looking Glass [[Provides]] 3D View Developers get early [[code]] for new operating [[system]] 'skin' still being [[crafted]].","Sun's Looking Glass [[Supply]] 3D View Developers get early [[scrambling]] for new operating [[scheme]] 'skin' still being [[enacted]].",0.0018291473388671875,0.9343060255050659,3,2,3,144,"Successful"
"IBM Chips May Someday Heal Themselves New technology applies electrical fuses to [[help]] identify and repair faults.","IBM Chips May Someday Heal Themselves New technology applies electrical fuses to [[succor]] identify and repair faults.",0.16982966661453247,0.9529076218605042,3,2,3,66,"Successful"
"Some People Not Eligible to Get in on Google IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.","Some People Not Eligible to Get in on Google IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.",0.9991933107376099,0.9991933107376099,2,2,3,1,"Skipped"
"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...","Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",0.9996002912521362,0.9996002912521362,0,0,3,1,"Skipped"
"[[News]]: [[Sluggish]] [[movement]] on [[power]] grid cyber [[security]] Industry cyber [[security]] standards fail to [[reach]] some of the most [[vulnerable]] [[components]] of the [[power]] [[grid]].\","[[Newspapers]]: [[Feeble]] [[shifts]] on [[potency]] grid cyber [[ensure]] Industry cyber [[safest]] standards fail to [[attainment]] some of the most [[disadvantaged]] [[ingredient]] of the [[electricity]] [[network]].\",0.0013004541397094727,0.05550730228424072,3,3,3,463,"Failed"
"[[Giddy]] [[Phelps]] Touches Gold for First Time Michael [[Phelps]] won the gold [[medal]] in the 400 [[individual]] medley and set a world record in a time of 4 [[minutes]] 8.26 [[seconds]].","[[Dazed]] [[Philips]] Touches Gold for First Time Michael [[Philip]] won the gold [[trophies]] in the 400 [[own]] medley and set a world record in a time of 4 [[recordings]] 8.26 [[minute]].",0.11632531881332397,0.5907811522483826,1,0,1,113,"Successful"
"Tougher rules won't [[soften]] Law's game FOXBOROUGH -- Looking at his ridiculously developed upper body, with huge biceps and [[hardly]] an ounce of fat, it's easy to see why Ty [[Law]], [[arguably]] the best [[cornerback]] in football, chooses physical play over [[finesse]]. That's not to imply that he's [[lacking]] a finesse component, because he can [[shut]] down his side of the field much as [[Deion]] [[Sanders]] ...","Tougher rules won't [[relaxing]] Law's game FOXBOROUGH -- Looking at his ridiculously developed upper body, with huge biceps and [[barely]] an ounce of fat, it's easy to see why Ty [[Legislature]], [[ostensibly]] the best [[spiller]] in football, chooses physical play over [[crunchy]]. That's not to imply that he's [[deficits]] a finesse component, because he can [[shutdown]] down his side of the field much as [[Suggs]] [[Hodges]] ...",0.0005115270614624023,0.5916513204574585,1,2,1,333,"Successful"
"Shoppach doesn't [[appear]] [[ready]] to hit the next level With the weeks [[dwindling]] until [[Jason]] Varitek enters free agency, the Red Sox [[continue]] to carefully [[monitor]] Kelly Shoppach , their [[catcher]] of the [[future]], in his climb toward the [[majors]]. The Sox like most of what they [[have]] [[seen]] at Triple A Pawtucket from Shoppach, though it remains highly [[uncertain]] whether he can [[make]] the [[adjustments]] at the [[plate]] ...","Shoppach doesn't [[illustrating]] [[ripe]] to hit the next level With the weeks [[contraction]] until [[Kevin]] Varitek enters free agency, the Red Sox [[ceaseless]] to carefully [[controllers]] Kelly Shoppach , their [[receiver]] of the [[expectant]], in his climb toward the [[heads]]. The Sox like most of what they [[hectare]] [[visualized]] at Triple A Pawtucket from Shoppach, though it remains highly [[untrustworthy]] whether he can [[creations]] the [[modulate]] at the [[plateau]] ...",0.00035071372985839844,0.6105297803878784,1,3,1,482,"Successful"
"[[Mighty]] Ortiz [[makes]] [[sure]] Sox can [[rest]] [[easy]] [[Just]] [[imagine]] what David Ortiz could [[do]] on a [[good]] night's [[rest]]. [[Ortiz]] [[spent]] the night before last with his baby boy, D'Angelo, who is barely 1 month old. [[He]] [[had]] planned on attending the Red Sox' Family [[Day]] at Fenway Park yesterday morning, but he [[had]] to [[sleep]] in. After all, Ortiz had a son at home, and he ...","[[Powerfull]] Ortiz [[afford]] [[insured]] Sox can [[stopover]] [[simple]] [[Fair]] [[assume]] what David Ortiz could [[suis]] on a [[lovely]] night's [[leftovers]]. [[Rocio]] [[invests]] the night before last with his baby boy, D'Angelo, who is barely 1 month old. [[It]] [[gets]] planned on attending the Red Sox' Family [[Jour]] at Fenway Park yesterday morning, but he [[owns]] to [[sleeper]] in. After all, Ortiz had a son at home, and he ...",0.0009922385215759277,0.5096969604492188,1,2,1,512,"Successful"
"They've [[caught]] his [[eye]] In  quot;[[helping]] themselves, quot; [[Ricky]] [[Bryant]], Chas Gessner, Michael [[Jennings]], and David Patten [[did]] nothing [[Friday]] [[night]] to [[make]] [[Bill]] Belichick's decision on what to [[do]] with his [[receivers]] any easier.","They've [[harvesting]] his [[peek]] In  quot;[[favour]] themselves, quot; [[Randy]] [[Barker]], Chas Gessner, Michael [[Stephenson]], and David Patten [[do]] nothing [[Hier]] [[nighttime]] to [[creations]] [[Invoice]] Belichick's decision on what to [[done]] with his [[receiving]] any easier.",0.00035572052001953125,0.5363459587097168,1,3,1,403,"Successful"
"[[Indians]] Mount Charge The [[Cleveland]] Indians [[pulled]] within one [[game]] of the AL [[Central]] [[lead]] by beating the Minnesota Twins, 7-1, [[Saturday]] night with [[home]] runs by Travis Hafner and [[Victor]] [[Martinez]].","[[Injuns]] Mount Charge The [[Cincinnati]] Indians [[pull]] within one [[gaming]] of the AL [[Instrumental]] [[promotions]] by beating the Minnesota Twins, 7-1, [[Sabbath]] night with [[homepage]] runs by Travis Hafner and [[Gonzalez]] [[Ines]].",0.000520169734954834,0.9783469438552856,1,2,1,402,"Successful"
"[[Sister]] of [[man]] who [[died]] in [[Vancouver]] police custody [[slams]] chief (Canadian [[Press]]) Canadian Press - [[VANCOUVER]] (CP) - The sister of a man who died after a violent [[confrontation]] with [[police]] [[has]] demanded the city's chief [[constable]] resign for defending the officer involved.","[[Hermano]] of [[mating]] who [[decedent]] in [[Oakland]] police custody [[slam]] chief (Canadian [[Newspaperman]]) Canadian Press - [[MONTRÉAL]] (CP) - The sister of a man who died after a violent [[meetings]] with [[officer]] [[possess]] demanded the city's chief [[nypd]] resign for defending the officer involved.",0.000609278678894043,0.5030753016471863,0,3,0,359,"Successful"
"Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims [[Gov]]. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.","Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims [[Administrations]]. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.",0.2539810538291931,0.6697818636894226,0,2,0,68,"Successful"
"Explosions [[Echo]] Throughout Najaf NAJAF, Iraq - Explosions and [[gunfire]] rattled through the [[city]] of Najaf as [[U]].S. [[troops]] in [[armored]] [[vehicles]] and [[tanks]] [[rolled]] back into the [[streets]] here Sunday, a day after the collapse of talks - and with them a [[temporary]] cease-fire - [[intended]] to end the [[fighting]] in this holy [[city]]...","Explosions [[Eco]] Throughout Najaf NAJAF, Iraq - Explosions and [[shooters]] rattled through the [[suburbs]] of Najaf as [[woo]].S. [[armies]] in [[ballistic]] [[auto]] and [[aquarium]] [[layered]] back into the [[footpath]] here Sunday, a day after the collapse of talks - and with them a [[ephemeral]] cease-fire - [[design]] to end the [[gunfight]] in this holy [[stadt]]...",0.0007901191711425781,0.6929930448532104,0,3,0,404,"Successful"
"Frail Pope Celebrates [[Mass]] at Lourdes [[LOURDES]], France - A [[frail]] Pope John Paul [[II]], [[breathing]] heavily and gasping at [[times]], celebrated an open-air [[Mass]] on Sunday for several hundred [[thousand]] pilgrims, many in wheelchairs, at a [[shrine]] to the Virgin Mary that is associated with miraculous [[cures]].    At one point he said ""help me"" in Polish while struggling through his [[homily]] in French...","Frail Pope Celebrates [[Mammoth]] at Lourdes [[HUGE]], France - A [[brittle]] Pope John Paul [[B]], [[puff]] heavily and gasping at [[tiempo]], celebrated an open-air [[Enormous]] on Sunday for several hundred [[demille]] pilgrims, many in wheelchairs, at a [[temples]] to the Virgin Mary that is associated with miraculous [[remedies]].    At one point he said ""help me"" in Polish while struggling through his [[priesthood]] in French...",0.0006381869316101074,0.5096924304962158,0,3,0,367,"Successful"
"Venezuela [[Prepares]] for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.","Venezuela [[Prepare]] for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.",0.4608227610588074,0.5820547342300415,0,2,0,58,"Successful"
"1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).","1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).",0.7292351722717285,0.7292351722717285,2,2,0,1,"Skipped"
"Iran Warns Its Missiles Can Hit Anywhere in Israel  [[TEHRAN]] ([[Reuters]]) - [[A]] [[senior]] Iranian military official [[said]]  [[Sunday]] [[Israel]] and the [[United]] States would not dare [[attack]] [[Iran]]  [[since]] it could [[strike]] back anywhere in Israel with its [[latest]]  missiles, news agencies reported.","Iran Warns Its Missiles Can Hit Anywhere in Israel  [[KHOMEINI]] ([[Newsday]]) - [[para]] [[alumni]] Iranian military official [[submits]]  [[Domingos]] [[Hebrew]] and the [[Uni]] States would not dare [[atac]] [[Persian]]  [[ago]] it could [[homers]] back anywhere in Israel with its [[nuevo]]  missiles, news agencies reported.",0.0006874799728393555,0.6650539636611938,0,1,0,324,"Successful"
"Afghan [[Army]] [[Dispatched]] to [[Calm]] [[Violence]] [[KABUL]], Afghanistan - [[Government]] [[troops]] intervened in Afghanistan's latest [[outbreak]] of [[deadly]] [[fighting]] between warlords, [[flying]] from the capital to the far [[west]] on U.[[S]]. and NATO [[airplanes]] to [[retake]] an [[air]] [[base]] [[contested]] in the violence, officials said Sunday...","Afghan [[Navy]] [[Envoys]] to [[Relaxing]] [[Barbarian]] [[NAJAF]], Afghanistan - [[Boards]] [[troupe]] intervened in Afghanistan's latest [[incubate]] of [[unsub]] [[fought]] between warlords, [[fly]] from the capital to the far [[balkans]] on U.[[secs]]. and NATO [[aeronautics]] to [[recreate]] an [[aerospace]] [[databases]] [[controversy]] in the violence, officials said Sunday...",0.0005955696105957031,0.718900203704834,0,3,0,653,"Successful"
"Johnson [[Helps]] D-Backs End Nine-Game [[Slide]] (AP) AP - Randy [[Johnson]] took a four-hitter into the [[ninth]] inning to [[help]] the [[Arizona]] Diamondbacks [[end]] a nine-game [[losing]] [[streak]] [[Sunday]], [[beating]] [[Steve]] Trachsel and the [[New]] York [[Mets]] 2-0.","Johnson [[Assisting]] D-Backs End Nine-Game [[Infiltrating]] (AP) AP - Randy [[Duncan]] took a four-hitter into the [[sixth]] inning to [[helped]] the [[Az]] Diamondbacks [[ends]] a nine-game [[loss]] [[wave]] [[Thu]], [[slapping]] [[Steph]] Trachsel and the [[Innovative]] York [[Astros]] 2-0.",0.0028789639472961426,0.7041339874267578,1,2,1,598,"Successful"
"[[Retailers]] Vie for Back-To-School Buyers (Reuters) Reuters - Apparel [[retailers]] are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this [[fall]], but it could\[[be]] a [[tough]] sell, with [[students]] and parents keeping a tighter\hold on their [[wallets]].","[[Stores]] Vie for Back-To-School Buyers (Reuters) Reuters - Apparel [[booksellers]] are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this [[dwindling]], but it could\[[represented]] a [[draconian]] sell, with [[pupils]] and parents keeping a tighter\hold on their [[purse]].",0.003039062023162842,0.7829650044441223,2,0,2,242,"Successful"
"Politics an Afterthought [[Amid]] Hurricane (AP) AP - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, [[earthquakes]], floods and fires.","Politics an Afterthought [[Central]] Hurricane (AP) AP - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, [[quakes]], floods and fires.",0.45574653148651123,0.7610071897506714,0,3,0,64,"Successful"
